zone,motion,vibration,timestamp
ControlRoom,9.45,6.47,2026-02-25 12:02:40.881458
Border,14.28,10.29,2026-02-25 12:02:42.918914
ControlRoom,6.34,5.23,2026-02-25 12:02:44.941520
Warehouse,14.64,10.59,2026-02-25 12:02:46.969178
Border,2.28,12.63,2026-02-25 12:02:48.999304
Warehouse,0.12,0.0,2026-02-25 12:02:51.019214
Border,10.5,9.25,2026-02-25 12:02:53.053622
Border,12.07,5.05,2026-02-25 12:02:55.077079
Warehouse,4.16,13.1,2026-02-25 12:02:57.098249
Border,11.37,12.84,2026-02-25 12:02:59.125848
Border,6.56,12.28,2026-02-25 12:02:59.330232
ControlRoom,6.85,13.24,2026-02-25 12:03:01.351827
Warehouse,2.81,10.46,2026-02-25 12:03:03.376116
Warehouse,1.88,3.59,2026-02-25 12:03:05.404512
Warehouse,5.02,13.74,2026-02-25 12:03:07.430829
Border,4.01,7.93,2026-02-25 12:03:09.463282
Warehouse,10.72,3.23,2026-02-25 12:03:11.488756
ControlRoom,4.85,7.39,2026-02-25 12:03:13.514994
Warehouse,7.46,6.32,2026-02-25 12:03:15.698157
Warehouse,10.44,1.93,2026-02-25 12:03:17.808565
Warehouse,8.15,4.42,2026-02-25 12:03:19.896689
Warehouse,2.61,2.3,2026-02-25 12:03:21.930071
ControlRoom,11.99,9.22,2026-02-25 12:03:23.964674
ControlRoom,14.84,6.83,2026-02-25 12:03:25.996521
Border,3.09,10.85,2026-02-25 12:03:28.021514
Border,11.69,6.94,2026-02-25 12:03:30.042987
ControlRoom,1.54,6.54,2026-02-25 12:03:30.336622
Border,2.35,8.29,2026-02-25 12:03:32.360273
Warehouse,0.58,3.7,2026-02-25 12:03:34.385430
ControlRoom,11.1,3.79,2026-02-25 12:03:36.402989
ControlRoom,6.23,8.76,2026-02-25 12:03:38.427531
Warehouse,11.13,10.58,2026-02-25 12:03:40.451804
ControlRoom,13.95,5.28,2026-02-25 12:03:42.470676
ControlRoom,5.35,12.11,2026-02-25 12:03:44.488916
Warehouse,9.85,9.03,2026-02-25 12:03:46.513159
Border,11.13,6.94,2026-02-25 12:03:48.551760
Border,12.42,4.23,2026-02-25 12:03:50.591174
Warehouse,4.51,6.19,2026-02-25 12:03:52.617279
ControlRoom,13.81,3.44,2026-02-25 12:03:54.730916
Warehouse,1.98,13.59,2026-02-25 12:03:56.768114
Border,0.02,3.44,2026-02-25 12:03:58.784651
Warehouse,8.56,10.3,2026-02-25 12:04:00.807545
ControlRoom,1.52,2.12,2026-02-25 12:04:01.257393
Warehouse,10.34,4.29,2026-02-25 12:04:03.276527
Warehouse,14.98,11.6,2026-02-25 12:04:05.315673
Border,6.17,4.79,2026-02-25 12:04:07.341828
Warehouse,12.66,9.41,2026-02-25 12:04:09.359378
ControlRoom,6.06,10.68,2026-02-25 12:04:11.387006
Warehouse,5.95,0.67,2026-02-25 12:04:13.407209
ControlRoom,13.77,4.71,2026-02-25 12:04:15.434009
ControlRoom,9.39,14.1,2026-02-25 12:04:17.475193
Border,10.19,12.34,2026-02-25 12:04:19.492944
ControlRoom,1.07,4.78,2026-02-25 12:04:21.527616
Warehouse,7.51,8.79,2026-02-25 12:04:23.563617
Warehouse,12.86,1.87,2026-02-25 12:04:25.592330
Warehouse,12.3,6.35,2026-02-25 12:04:27.630781
Border,2.04,8.11,2026-02-25 12:04:29.708697
ControlRoom,0.77,6.59,2026-02-25 12:04:31.767452
Border,8.05,8.91,2026-02-25 12:04:32.124835
ControlRoom,5.22,2.16,2026-02-25 12:04:34.163811
ControlRoom,7.56,7.37,2026-02-25 12:04:36.195383
Border,8.52,3.17,2026-02-25 12:04:38.224880
Warehouse,4.26,7.17,2026-02-25 12:04:40.257183
Warehouse,11.97,14.11,2026-02-25 12:04:42.281099
Warehouse,10.01,5.59,2026-02-25 12:04:44.350338
Border,14.05,9.22,2026-02-25 12:04:46.374541
Warehouse,1.95,3.42,2026-02-25 12:04:48.407200
Warehouse,11.44,1.93,2026-02-25 12:04:50.425093
Warehouse,4.53,6.02,2026-02-25 12:04:52.462769
Warehouse,5.95,11.84,2026-02-25 12:04:54.516761
ControlRoom,9.13,9.16,2026-02-25 12:04:56.552223
Warehouse,7.24,4.3,2026-02-25 12:04:58.581442
ControlRoom,8.71,11.82,2026-02-25 12:05:00.623599
Warehouse,1.44,11.09,2026-02-25 12:05:02.652003
ControlRoom,13.64,1.42,2026-02-25 12:05:03.032545
ControlRoom,12.42,12.53,2026-02-25 12:05:05.084463
Warehouse,0.52,12.69,2026-02-25 12:05:07.138092
Warehouse,1.29,13.7,2026-02-25 12:05:09.175812
Warehouse,11.14,7.9,2026-02-25 12:05:11.206328
Border,4.86,11.95,2026-02-25 12:05:13.233495
Border,0.32,1.37,2026-02-25 12:05:15.253270
Warehouse,10.43,1.49,2026-02-25 12:05:17.284628
Warehouse,14.16,3.47,2026-02-25 12:05:19.328632
ControlRoom,0.16,12.92,2026-02-25 12:05:21.354502
Border,8.84,13.17,2026-02-25 12:05:23.372533
Border,11.51,3.39,2026-02-25 12:05:25.390904
Warehouse,13.12,12.01,2026-02-25 12:05:27.419185
Border,8.0,5.12,2026-02-25 12:05:29.444567
Warehouse,3.89,10.27,2026-02-25 12:05:31.472768
Warehouse,11.75,11.15,2026-02-25 12:05:33.551518
ControlRoom,5.91,4.86,2026-02-25 12:05:34.021316
Warehouse,1.92,13.79,2026-02-25 12:05:36.194909
Border,3.78,10.57,2026-02-25 12:05:38.295196
Warehouse,3.22,8.98,2026-02-25 12:05:40.333007
Border,9.61,8.71,2026-02-25 12:05:42.396589
ControlRoom,5.99,8.58,2026-02-25 12:05:44.431377
ControlRoom,14.8,12.47,2026-02-25 12:05:46.496931
Border,10.62,9.23,2026-02-25 12:05:48.528526
ControlRoom,1.54,1.37,2026-02-25 12:05:50.593754
Warehouse,2.38,14.55,2026-02-25 12:05:52.655643
ControlRoom,2.45,0.06,2026-02-25 12:05:54.710131
Border,2.92,14.3,2026-02-25 12:05:56.740814
Warehouse,7.48,1.04,2026-02-25 12:05:58.798209
Border,8.42,9.08,2026-02-25 12:06:00.862356
Border,3.28,5.88,2026-02-25 12:06:02.905596
ControlRoom,7.39,9.4,2026-02-25 12:06:03.195466
Warehouse,3.51,5.1,2026-02-25 12:06:05.226920
Border,11.38,14.36,2026-02-25 12:06:07.271224
ControlRoom,3.17,13.95,2026-02-25 12:06:09.315150
Border,5.59,1.48,2026-02-25 12:06:11.362818
Border,13.1,1.69,2026-02-25 12:06:13.417995
Border,2.26,6.53,2026-02-25 12:06:15.490139
ControlRoom,13.42,13.68,2026-02-25 12:06:17.584811
ControlRoom,12.77,8.65,2026-02-25 12:06:19.653103
ControlRoom,10.45,4.63,2026-02-25 12:06:21.695826
Warehouse,2.59,1.19,2026-02-25 12:06:23.755898
Warehouse,0.41,8.88,2026-02-25 12:06:25.861239
Warehouse,4.98,8.38,2026-02-25 12:06:27.991099
Border,4.57,0.34,2026-02-25 12:06:30.061513
Border,7.75,5.53,2026-02-25 12:06:32.125911
Warehouse,2.69,5.58,2026-02-25 12:06:34.316287
Warehouse,10.97,13.85,2026-02-25 12:06:36.335480
Warehouse,11.73,3.93,2026-02-25 12:06:38.366023
ControlRoom,11.46,7.31,2026-02-25 12:06:40.417900
Warehouse,14.04,5.52,2026-02-25 12:06:42.610938
ControlRoom,4.66,5.79,2026-02-25 12:06:44.800958
Warehouse,2.8,7.61,2026-02-25 12:06:46.828875
Warehouse,12.82,8.25,2026-02-25 12:06:48.893842
ControlRoom,12.1,3.4,2026-02-25 12:06:50.929906
Border,1.75,0.22,2026-02-25 12:06:53.067896
Warehouse,2.86,9.97,2026-02-25 12:06:55.092245
Border,4.29,5.2,2026-02-25 12:06:57.142806
ControlRoom,10.31,14.57,2026-02-25 12:06:59.189564
Border,2.81,2.98,2026-02-25 12:07:01.313047
Border,14.72,7.51,2026-02-25 12:07:03.336913
ControlRoom,2.23,5.59,2026-02-25 12:07:05.376284
ControlRoom,7.31,2.07,2026-02-25 12:07:07.437913
Border,5.56,11.01,2026-02-25 12:07:06.378375
Border,0.56,6.78,2026-02-25 12:07:08.450981
ControlRoom,1.65,5.93,2026-02-25 12:07:10.596109
Warehouse,10.38,13.71,2026-02-25 12:07:12.626007
ControlRoom,0.49,14.17,2026-02-25 12:07:14.751429
Warehouse,0.78,2.88,2026-02-25 12:07:16.855185
Border,2.1,3.21,2026-02-25 12:07:19.010510
ControlRoom,14.36,13.91,2026-02-25 12:07:21.126013
Border,5.32,3.2,2026-02-25 12:07:23.274212
Warehouse,13.9,11.75,2026-02-25 12:07:25.443504
Border,3.27,9.18,2026-02-25 12:07:27.609739
ControlRoom,11.45,4.86,2026-02-25 12:07:29.633051
Border,5.09,10.33,2026-02-25 12:07:31.667973
Border,4.21,14.24,2026-02-25 12:07:33.835983
ControlRoom,3.08,12.19,2026-02-25 12:07:35.860440
Border,8.02,10.94,2026-02-25 12:07:37.883278
Border,1.22,11.73,2026-02-25 12:07:38.361863
Border,5.94,6.8,2026-02-25 12:07:40.377841
Warehouse,13.38,12.28,2026-02-25 12:07:42.444422
ControlRoom,5.5,13.57,2026-02-25 12:07:44.475927
Warehouse,9.15,14.54,2026-02-25 12:07:46.493351
ControlRoom,10.07,6.3,2026-02-25 12:07:48.510756
Border,2.34,3.63,2026-02-25 12:07:50.535232
Warehouse,5.09,8.13,2026-02-25 12:07:52.552968
ControlRoom,11.67,14.7,2026-02-25 12:07:54.575387
Border,11.62,5.26,2026-02-25 12:07:56.616779
ControlRoom,6.24,9.28,2026-02-25 12:07:58.644996
Warehouse,7.15,2.15,2026-02-25 12:08:00.664063
ControlRoom,3.39,8.08,2026-02-25 12:08:02.683822
Warehouse,12.35,5.29,2026-02-25 12:08:04.737300
ControlRoom,3.44,4.75,2026-02-25 12:08:06.790525
Border,14.9,4.32,2026-02-25 12:08:08.811571
Border,2.12,1.12,2026-02-25 12:08:09.243826
Border,14.81,0.68,2026-02-25 12:08:11.275211
ControlRoom,14.72,0.53,2026-02-25 12:08:13.347142
Warehouse,2.65,3.04,2026-02-25 12:08:15.462338
Border,14.72,14.95,2026-02-25 12:08:17.536020
Border,10.49,2.05,2026-02-25 12:08:19.602771
Border,10.62,8.14,2026-02-25 12:08:21.730303
Border,2.14,5.72,2026-02-25 12:08:23.893272
ControlRoom,6.75,1.93,2026-02-25 12:08:25.962527
Border,9.42,12.7,2026-02-25 12:08:28.023879
ControlRoom,12.64,6.54,2026-02-25 12:08:30.199406
Border,3.8,1.91,2026-02-25 12:08:32.381669
Border,7.17,11.49,2026-02-25 12:08:34.412116
ControlRoom,1.52,8.82,2026-02-25 12:08:36.429339
Border,1.46,3.35,2026-02-25 12:08:38.462111
Warehouse,5.11,5.59,2026-02-25 12:08:38.957273
Border,13.94,7.08,2026-02-25 12:08:40.989893
Border,11.48,3.83,2026-02-25 12:08:43.016395
Border,1.39,9.81,2026-02-25 12:08:45.036421
Warehouse,13.79,9.35,2026-02-25 12:08:47.057186
Border,11.18,4.47,2026-02-25 12:08:49.102750
ControlRoom,11.83,1.69,2026-02-25 12:08:51.126919
Warehouse,0.56,2.06,2026-02-25 12:08:53.165296
Border,12.67,9.63,2026-02-25 12:08:55.197971
Border,5.7,8.63,2026-02-25 12:08:57.233685
Warehouse,12.98,0.61,2026-02-25 12:08:59.259621
Border,0.49,3.97,2026-02-25 12:09:01.346697
Warehouse,13.96,11.92,2026-02-25 12:09:03.415951
Warehouse,3.77,9.45,2026-02-25 12:09:05.432544
Warehouse,9.51,10.2,2026-02-25 12:09:07.471158
ControlRoom,2.37,2.7,2026-02-25 12:09:09.497958
ControlRoom,0.85,0.44,2026-02-25 12:09:10.010112
Border,6.64,0.68,2026-02-25 12:09:12.046663
Border,6.27,14.27,2026-02-25 12:09:14.070191
Border,8.64,7.4,2026-02-25 12:09:16.117028
ControlRoom,3.83,8.21,2026-02-25 12:09:18.150190
Warehouse,13.59,6.15,2026-02-25 12:09:20.190944
Border,8.66,9.68,2026-02-25 12:09:22.224663
ControlRoom,4.63,8.69,2026-02-25 12:09:24.246093
Warehouse,7.86,12.1,2026-02-25 12:09:26.315271
Border,3.91,11.6,2026-02-25 12:09:28.347652
Warehouse,12.94,8.56,2026-02-25 12:09:30.412919
Border,13.77,2.52,2026-02-25 12:09:32.535753
Border,10.28,5.97,2026-02-25 12:09:34.625301
Warehouse,11.82,1.21,2026-02-25 12:09:36.760710
Warehouse,10.23,14.5,2026-02-25 12:09:38.877628
Border,0.03,11.44,2026-02-25 12:09:40.902693
Border,7.94,11.94,2026-02-25 12:09:41.450996
Warehouse,14.43,0.96,2026-02-25 12:09:43.575690
ControlRoom,14.81,0.98,2026-02-25 12:09:45.721076
ControlRoom,6.39,14.0,2026-02-25 12:09:47.870663
Border,10.24,12.16,2026-02-25 12:09:49.935096
Border,1.15,0.17,2026-02-25 12:09:51.956248
Border,13.55,9.42,2026-02-25 12:09:54.055917
Warehouse,8.81,0.81,2026-02-25 12:09:56.079099
ControlRoom,13.65,9.02,2026-02-25 12:09:58.101078
Border,0.15,5.52,2026-02-25 12:10:00.146398
Warehouse,8.22,11.18,2026-02-25 12:10:02.333172
Border,12.16,2.5,2026-02-25 12:10:04.357064
ControlRoom,5.53,13.56,2026-02-25 12:10:06.379036
ControlRoom,0.7,2.22,2026-02-25 12:10:08.436655
ControlRoom,2.92,10.8,2026-02-25 12:10:10.605290
Border,6.07,6.03,2026-02-25 12:10:11.037236
Border,0.11,4.0,2026-02-25 12:10:13.057311
ControlRoom,7.78,13.9,2026-02-25 12:10:15.130531
Border,10.38,5.26,2026-02-25 12:10:17.316711
ControlRoom,14.46,5.56,2026-02-25 12:10:19.423666
ControlRoom,5.55,9.99,2026-02-25 12:10:21.484327
Border,14.61,1.26,2026-02-25 12:10:23.582674
Border,6.39,13.94,2026-02-25 12:10:25.768706
ControlRoom,3.48,10.12,2026-02-25 12:10:27.920113
ControlRoom,8.94,5.74,2026-02-25 12:10:29.942446
Warehouse,0.29,6.96,2026-02-25 12:10:32.075998
Warehouse,8.17,2.18,2026-02-25 12:10:34.261037
ControlRoom,0.4,13.17,2026-02-25 12:10:36.402253
Border,9.49,11.98,2026-02-25 12:10:38.423256
ControlRoom,10.68,3.39,2026-02-25 12:10:40.556672
Border,8.02,1.76,2026-02-25 12:10:42.595468
Border,11.0,11.6,2026-02-25 12:10:43.105187
ControlRoom,11.99,10.76,2026-02-25 12:10:45.128301
ControlRoom,10.92,2.75,2026-02-25 12:10:47.170084
Warehouse,13.31,1.01,2026-02-25 12:10:49.228429
Border,2.6,11.01,2026-02-25 12:10:51.387820
Warehouse,3.5,4.6,2026-02-25 12:10:53.428628
Border,12.03,13.88,2026-02-25 12:10:55.481451
ControlRoom,1.67,11.45,2026-02-25 12:10:57.543416
Warehouse,12.34,4.81,2026-02-25 12:10:59.744766
Warehouse,7.83,8.75,2026-02-25 12:11:01.775701
Warehouse,4.78,0.67,2026-02-25 12:11:03.839623
ControlRoom,8.14,12.24,2026-02-25 12:11:05.949748
ControlRoom,2.84,14.98,2026-02-25 12:11:08.134644
ControlRoom,11.01,9.0,2026-02-25 12:11:10.158268
ControlRoom,10.25,6.75,2026-02-25 12:11:12.189832
ControlRoom,14.22,11.63,2026-02-25 12:11:12.725019
Border,2.84,10.48,2026-02-25 12:11:14.862529
Warehouse,12.43,13.94,2026-02-25 12:11:16.955909
Warehouse,3.22,13.13,2026-02-25 12:11:18.982418
ControlRoom,9.17,2.08,2026-02-25 12:11:21.131954
Warehouse,0.47,11.87,2026-02-25 12:11:23.254451
ControlRoom,3.43,14.29,2026-02-25 12:11:25.430702
Border,0.48,10.73,2026-02-25 12:11:27.452358
Warehouse,0.79,2.56,2026-02-25 12:11:29.632248
Border,14.87,11.82,2026-02-25 12:11:31.690113
ControlRoom,2.7,7.57,2026-02-25 12:11:33.802291
Warehouse,7.43,4.16,2026-02-25 12:11:35.828761
Warehouse,9.08,12.45,2026-02-25 12:11:38.017943
Border,6.46,3.76,2026-02-25 12:11:40.111055
Warehouse,5.36,9.89,2026-02-25 12:11:42.136094
ControlRoom,9.21,6.23,2026-02-25 12:11:44.172948
Warehouse,9.22,6.5,2026-02-25 12:11:44.777999
Border,14.61,12.42,2026-02-25 12:11:46.824279
Warehouse,5.0,13.21,2026-02-25 12:11:48.953434
Border,6.06,12.21,2026-02-25 12:11:50.975984
Warehouse,2.76,5.3,2026-02-25 12:11:53.078903
ControlRoom,0.04,7.49,2026-02-25 12:11:55.228069
Warehouse,11.64,12.91,2026-02-25 12:11:57.418561
ControlRoom,9.4,10.69,2026-02-25 12:11:59.440931
ControlRoom,11.43,12.24,2026-02-25 12:12:01.578832
Warehouse,7.11,13.9,2026-02-25 12:12:03.712135
Warehouse,2.25,1.99,2026-02-25 12:12:05.733194
ControlRoom,5.95,13.41,2026-02-25 12:12:07.753178
Border,0.66,4.5,2026-02-25 12:12:09.782766
ControlRoom,1.2,14.66,2026-02-25 12:12:11.974149
Warehouse,7.19,6.64,2026-02-25 12:12:13.991989
ControlRoom,12.86,3.1,2026-02-25 12:12:14.488631
Border,8.4,9.82,2026-02-25 12:12:16.523931
Warehouse,3.55,6.68,2026-02-25 12:12:18.715521
ControlRoom,8.33,1.41,2026-02-25 12:12:20.786625
ControlRoom,0.63,1.46,2026-02-25 12:12:22.831085
Warehouse,14.25,7.74,2026-02-25 12:12:24.882922
Border,0.67,11.56,2026-02-25 12:12:27.068278
ControlRoom,6.86,4.97,2026-02-25 12:12:29.141821
Border,9.13,14.13,2026-02-25 12:12:31.213678
Border,11.72,0.19,2026-02-25 12:12:33.285700
Warehouse,3.99,1.86,2026-02-25 12:12:35.471101
ControlRoom,7.61,13.86,2026-02-25 12:12:37.606155
Border,1.89,7.95,2026-02-25 12:12:39.633668
ControlRoom,10.87,13.52,2026-02-25 12:12:41.726817
Border,13.45,7.19,2026-02-25 12:12:43.910330
ControlRoom,14.07,7.52,2026-02-25 12:12:46.003342
Warehouse,11.58,11.33,2026-02-25 12:12:46.396658
Warehouse,0.5,1.34,2026-02-25 12:12:48.415076
Border,5.72,0.61,2026-02-25 12:12:50.435958
ControlRoom,3.89,13.52,2026-02-25 12:12:52.546423
Warehouse,11.97,5.98,2026-02-25 12:12:54.572307
Border,1.66,8.95,2026-02-25 12:12:56.591925
Border,7.89,14.54,2026-02-25 12:12:58.618828
ControlRoom,7.52,9.59,2026-02-25 12:13:00.803789
ControlRoom,10.16,10.38,2026-02-25 12:13:02.823172
ControlRoom,4.67,8.55,2026-02-25 12:13:04.841181
ControlRoom,13.14,0.07,2026-02-25 12:13:06.888960
ControlRoom,8.98,9.15,2026-02-25 12:13:09.072407
Border,10.62,10.58,2026-02-25 12:13:11.103524
Warehouse,1.04,2.4,2026-02-25 12:13:13.133354
Warehouse,7.81,9.22,2026-02-25 12:13:15.202821
Warehouse,0.46,9.19,2026-02-25 12:13:15.892125
Warehouse,4.15,1.03,2026-02-25 12:13:17.984829
ControlRoom,5.72,4.58,2026-02-25 12:13:20.004411
Warehouse,8.13,9.82,2026-02-25 12:13:22.078384
ControlRoom,1.18,1.79,2026-02-25 12:13:24.264563
Border,14.37,9.36,2026-02-25 12:13:26.392733
Warehouse,9.76,9.29,2026-02-25 12:13:28.473990
Warehouse,0.39,1.14,2026-02-25 12:13:30.570849
ControlRoom,1.5,3.91,2026-02-25 12:13:32.755232
Border,4.78,5.32,2026-02-25 12:13:34.920885
Warehouse,3.1,9.26,2026-02-25 12:13:36.941285
ControlRoom,3.84,11.73,2026-02-25 12:13:39.072070
Warehouse,7.55,1.55,2026-02-25 12:13:41.091495
ControlRoom,8.22,4.65,2026-02-25 12:13:43.210170
Warehouse,2.47,5.03,2026-02-25 12:13:45.233678
Warehouse,14.7,14.71,2026-02-25 12:13:47.363047
ControlRoom,5.88,3.44,2026-02-25 12:13:47.830540
Warehouse,6.1,6.55,2026-02-25 12:13:50.008182
Warehouse,0.24,6.91,2026-02-25 12:13:52.026306
ControlRoom,5.63,11.8,2026-02-25 12:13:54.058305
ControlRoom,9.84,5.62,2026-02-25 12:13:56.079416
Border,5.8,14.83,2026-02-25 12:13:58.169878
Border,4.38,9.02,2026-02-25 12:14:00.243948
Border,0.5,3.46,2026-02-25 12:14:02.267919
Warehouse,13.66,9.84,2026-02-25 12:14:04.359329
Warehouse,11.99,2.87,2026-02-25 12:14:06.542634
Warehouse,12.08,4.39,2026-02-25 12:14:08.572339
ControlRoom,13.24,2.39,2026-02-25 12:14:10.605226
Warehouse,8.02,3.9,2026-02-25 12:14:12.730996
Border,0.66,2.16,2026-02-25 12:14:14.917311
Border,8.33,0.55,2026-02-25 12:14:16.936929
Border,0.66,2.43,2026-02-25 12:14:17.409576
Warehouse,8.56,10.04,2026-02-25 12:14:19.469222
Warehouse,3.53,13.69,2026-02-25 12:14:21.587930
Border,6.81,2.6,2026-02-25 12:14:23.669971
Warehouse,7.44,10.65,2026-02-25 12:14:25.738790
Warehouse,2.27,2.49,2026-02-25 12:14:27.845022
Border,3.07,7.2,2026-02-25 12:14:29.945834
Border,8.11,9.47,2026-02-25 12:14:31.975312
Warehouse,13.18,14.8,2026-02-25 12:14:33.994663
Warehouse,6.59,2.21,2026-02-25 12:14:36.014757
Border,0.76,12.1,2026-02-25 12:14:38.043396
ControlRoom,14.26,6.22,2026-02-25 12:14:40.061451
Border,12.06,10.87,2026-02-25 12:14:42.082264
ControlRoom,12.22,1.95,2026-02-25 12:14:44.110988
Border,11.43,12.4,2026-02-25 12:14:46.136690
ControlRoom,0.65,4.18,2026-02-25 12:14:48.168195
Warehouse,11.93,0.21,2026-02-25 12:14:50.186185
Warehouse,7.03,12.88,2026-02-25 12:14:52.216556
Border,8.56,1.29,2026-02-25 12:14:54.277081
ControlRoom,4.14,3.27,2026-02-25 12:14:56.373216
ControlRoom,9.92,13.37,2026-02-25 12:14:58.392058
Border,10.16,3.43,2026-02-25 12:15:00.422439
ControlRoom,0.57,11.55,2026-02-25 12:15:02.450691
Warehouse,8.43,13.94,2026-02-25 12:15:02.651917
Border,0.51,3.89,2026-02-25 12:15:04.671952
Warehouse,9.16,8.0,2026-02-25 12:15:06.703851
Border,7.33,2.13,2026-02-25 12:15:08.770179
Border,13.6,9.18,2026-02-25 12:15:10.949175
ControlRoom,4.96,4.46,2026-02-25 12:15:12.982711
Border,2.95,14.43,2026-02-25 12:15:15.001795
ControlRoom,11.61,1.72,2026-02-25 12:15:17.098110
Border,4.73,8.6,2026-02-25 12:15:19.274244
Border,1.45,8.31,2026-02-25 12:15:21.330130
Border,1.92,13.01,2026-02-25 12:15:23.346594
Border,8.71,10.18,2026-02-25 12:15:25.487646
Border,6.7,13.26,2026-02-25 12:15:27.581317
Border,12.52,3.33,2026-02-25 12:15:29.670084
Warehouse,0.64,1.96,2026-02-25 12:15:31.688766
Warehouse,4.93,14.87,2026-02-25 12:15:33.762594
ControlRoom,9.16,6.86,2026-02-25 12:15:35.889919
Border,1.25,12.61,2026-02-25 12:15:37.956364
Warehouse,9.76,13.8,2026-02-25 12:15:39.973876
Border,1.88,14.19,2026-02-25 12:15:41.990337
ControlRoom,13.28,12.98,2026-02-25 12:15:44.006607
Border,7.6,11.96,2026-02-25 12:15:46.021890
Warehouse,5.21,6.62,2026-02-25 12:15:48.042953
Border,7.23,2.55,2026-02-25 12:15:49.083141
Warehouse,3.84,13.03,2026-02-25 12:15:51.112258
ControlRoom,13.85,13.36,2026-02-25 12:15:53.188207
Warehouse,1.78,1.68,2026-02-25 12:15:55.209359
Border,9.61,5.03,2026-02-25 12:15:57.230260
ControlRoom,1.34,7.82,2026-02-25 12:15:59.251794
ControlRoom,11.36,2.98,2026-02-25 12:16:01.272069
Warehouse,9.66,11.1,2026-02-25 12:16:03.297433
ControlRoom,12.59,9.49,2026-02-25 12:16:05.340284
Warehouse,1.01,11.46,2026-02-25 12:16:07.368593
Warehouse,3.96,1.85,2026-02-25 12:16:09.445411
ControlRoom,3.4,12.36,2026-02-25 12:16:11.497797
Border,12.6,12.31,2026-02-25 12:16:13.538449
ControlRoom,10.78,13.3,2026-02-25 12:16:15.576824
ControlRoom,6.34,8.72,2026-02-25 12:16:17.660599
Border,8.9,7.75,2026-02-25 12:16:19.681654
ControlRoom,4.22,10.4,2026-02-25 12:16:20.239175
Warehouse,1.96,6.39,2026-02-25 12:16:22.257588
Border,9.37,0.99,2026-02-25 12:16:24.275210
Warehouse,7.53,3.02,2026-02-25 12:16:26.292688
Warehouse,0.13,11.15,2026-02-25 12:16:28.309292
Border,12.27,5.76,2026-02-25 12:16:30.331232
Border,3.8,3.92,2026-02-25 12:16:32.363605
Warehouse,1.15,10.6,2026-02-25 12:16:34.401410
Warehouse,12.78,2.87,2026-02-25 12:16:36.588442
Warehouse,8.24,11.52,2026-02-25 12:16:38.670021
Border,3.35,13.05,2026-02-25 12:16:40.714686
ControlRoom,8.72,5.77,2026-02-25 12:16:42.741437
Border,0.97,10.99,2026-02-25 12:16:44.825020
Warehouse,11.81,9.6,2026-02-25 12:16:46.879592
ControlRoom,12.83,10.98,2026-02-25 12:16:48.918130
ControlRoom,14.31,9.47,2026-02-25 12:16:50.940520
ControlRoom,11.19,3.59,2026-02-25 12:16:51.604934
Border,0.83,8.71,2026-02-25 12:16:53.669576
Border,1.04,12.48,2026-02-25 12:16:55.777320
ControlRoom,4.01,2.57,2026-02-25 12:16:57.861147
Border,13.85,9.57,2026-02-25 12:16:59.975456
Warehouse,9.48,14.41,2026-02-25 12:17:02.070222
Border,6.4,13.21,2026-02-25 12:17:04.244269
ControlRoom,4.14,12.53,2026-02-25 12:17:06.428648
Border,5.02,6.59,2026-02-25 12:17:08.476945
Border,11.69,12.04,2026-02-25 12:17:10.660328
Border,3.2,11.48,2026-02-25 12:17:12.695415
Warehouse,0.45,7.21,2026-02-25 12:17:14.766922
Warehouse,10.54,7.71,2026-02-25 12:17:16.799922
Warehouse,3.63,12.87,2026-02-25 12:17:18.871911
ControlRoom,8.04,11.51,2026-02-25 12:17:20.906533
Warehouse,14.12,10.42,2026-02-25 12:17:21.602114
Border,0.4,3.8,2026-02-25 12:17:23.637596
Warehouse,6.18,0.07,2026-02-25 12:17:25.672969
Border,12.74,4.08,2026-02-25 12:17:27.731754
Border,2.0,12.32,2026-02-25 12:17:29.861167
Border,12.95,3.27,2026-02-25 12:17:31.932654
ControlRoom,1.95,6.73,2026-02-25 12:17:34.052042
ControlRoom,4.94,1.66,2026-02-25 12:17:36.169121
Warehouse,11.35,11.26,2026-02-25 12:17:38.355286
Border,10.29,8.88,2026-02-25 12:17:40.422697
Warehouse,3.83,5.52,2026-02-25 12:17:42.606048
ControlRoom,10.93,5.29,2026-02-25 12:17:44.668199
Warehouse,2.61,1.35,2026-02-25 12:17:46.752349
Warehouse,0.04,7.73,2026-02-25 12:17:48.833846
Border,2.15,14.53,2026-02-25 12:17:50.852384
Warehouse,9.82,11.39,2026-02-25 12:17:52.909278
ControlRoom,13.76,5.97,2026-02-25 12:17:53.560497
ControlRoom,12.23,6.45,2026-02-25 12:17:55.607832
Warehouse,2.49,14.76,2026-02-25 12:17:57.627643
Warehouse,14.77,14.74,2026-02-25 12:17:59.687501
ControlRoom,11.97,14.49,2026-02-25 12:18:01.717485
Border,10.5,8.05,2026-02-25 12:18:03.855857
ControlRoom,11.85,10.6,2026-02-25 12:18:05.899137
Border,14.36,6.45,2026-02-25 12:18:07.944183
Border,7.83,2.76,2026-02-25 12:18:09.998185
Warehouse,13.51,9.28,2026-02-25 12:18:12.175778
ControlRoom,12.68,0.61,2026-02-25 12:18:14.203636
Warehouse,1.49,11.69,2026-02-25 12:18:16.242175
Border,13.06,3.75,2026-02-25 12:18:18.297377
